classifier,iter,augmentation,AUC,F1-score,Kappa,balanced-accuracy,MCC
GNB,0,Baseline,0.737355,0.572207,0.336993,0.690000,0.351350
GNB,0,ROS,0.736683,0.584211,0.347107,0.700000,0.367785
GNB,0,RUS,0.715567,0.554785,0.314688,0.675476,0.325745
GNB,0,SMOTE,0.729010,0.557717,0.301802,0.675476,0.322196
GNB,0,Borderline-SMOTE,0.725279,0.553846,0.292683,0.671429,0.314485
GNB,0,SVM-SMOTE,0.730510,0.568306,0.331641,0.686667,0.345375
GNB,0,ADASYN,0.726640,0.562660,0.306006,0.679524,0.329286
GNB,0,G-SMOTE,0.734824,0.524333,0.303128,0.656905,0.304231
GNB,0,CiFRUS (train),0.726452,0.571023,0.345754,0.690000,0.354878
GNB,0,CiFRUS (train/test),0.742595,0.577291,0.345893,0.694524,0.360013
GNB,0,CiFRUS (balanced-train/test),0.743762,0.560096,0.286271,0.674762,0.321002
GNB,1,Baseline,0.743107,0.576419,0.360158,0.695000,0.366934
GNB,1,ROS,0.752336,0.595628,0.373942,0.710476,0.389427
GNB,1,RUS,0.738310,0.583562,0.355932,0.700000,0.370252
GNB,1,SMOTE,0.733957,0.575676,0.340336,0.692857,0.356086
GNB,1,Borderline-SMOTE,0.732405,0.562092,0.310700,0.679762,0.330319
GNB,1,SVM-SMOTE,0.739629,0.575887,0.352814,0.694048,0.362295
GNB,1,ADASYN,0.733433,0.575835,0.328176,0.691905,0.352108
GNB,1,G-SMOTE,0.737193,0.543408,0.337687,0.672381,0.338132
GNB,1,CiFRUS (train),0.724845,0.571014,0.350877,0.690476,0.357918
GNB,1,CiFRUS (train/test),0.762386,0.574713,0.354276,0.693333,0.362310
GNB,1,CiFRUS (balanced-train/test),0.759705,0.584158,0.332273,0.699048,0.364907
GNB,2,Baseline,0.751024,0.587393,0.372822,0.703810,0.381614
GNB,2,ROS,0.749800,0.584699,0.357022,0.700952,0.371806
GNB,2,RUS,0.715843,0.531722,0.303058,0.660476,0.306045
